iter	RMSE
344	0.5788816229
345	0.5778454808
346	0.576621326
347	0.5752858272
348	0.5746524782
349	0.573516392
350	0.5731811085
351	0.572108559
352	0.5718590098
353	0.57106625
354	0.5702023872
355	0.569560142
356	0.5692439362
357	0.569001545
358	0.5682801345
359	0.567612526
360	0.5675177517
361	0.5667450644
362	0.5662810486
363	0.5658496605
364	0.565142682
365	0.5642838558
366	0.563932872
367	0.5631970968
368	0.5627676551
369	0.5621650055
370	0.5610272192
371	0.5597037212
372	0.5589602736
373	0.5582606279
374	0.5576121616
375	0.5563131784
376	0.5552585675
377	0.5544625288
378	0.5530685137
379	0.5516987348
380	0.5515247786
381	0.5499723621
382	0.5493632739
383	0.5485797653
384	0.5478677422
385	0.5473899698
386	0.5471633727
387	0.5458458151
388	0.5446228133
389	0.5442666893
390	0.5436220592
391	0.5420476259
392	0.5410522462
393	0.54037963
394	0.5401211057
395	0.5388141548
396	0.5387366059
397	0.538328718
398	0.5381470208
399	0.5378496725
400	0.53720397
401	0.5365505964
402	0.5356600677
403	0.5351581397
404	0.5340444943
405	0.5328442989
406	0.5326801969
407	0.5316002634
408	0.531390083
409	0.5307786174
410	0.5305795884
411	0.5295208428
412	0.5288645589
413	0.5284320954
414	0.5274065895
415	0.5272022335
416	0.5267404462
417	0.5261389148
418	0.5259971111
419	0.5248868097
420	0.5244208113
421	0.5238857086
422	0.5237283392
423	0.523046405
424	0.5218871151
425	0.5214618427
426	0.520600113
427	0.5203705891
428	0.5196286973
429	0.5182253741
430	0.517751062
431	0.5172478061
432	0.5164975183
433	0.5156659228
434	0.5155825148
435	0.5148802142
436	0.5146258456
437	0.5143126444
438	0.5138393123
439	0.5128595686
440	0.5126695307
441	0.5114436391
442	0.5103641576
443	0.5102353923
444	0.5087834973
445	0.507769568
446	0.5076823392
447	0.507209157
448	0.50655282
449	0.506403427
450	0.5058417412
451	0.5056053977
452	0.5048961227
453	0.5043710628
454	0.5033418391
455	0.5031278275
456	0.5029878079
457	0.5023573244
458	0.5015616056
459	0.5015243021
460	0.5008237828
461	0.5007319229
462	0.500577449
463	0.5004555408
464	0.4998593995
465	0.4993277804
466	0.4986528442
467	0.49845637
468	0.4971559685
469	0.4967170575
470	0.4958902981
471	0.4953682476
472	0.4948897897
473	0.4940272715
474	0.4938488227
475	0.4936878173
476	0.4929157686
477	0.4925031668
478	0.4919099368
479	0.490935954
480	0.4907548249
481	0.4905835743
482	0.4903548541
483	0.4894404584
484	0.4885675131
485	0.4884653235
486	0.4883448275
487	0.4876464663
488	0.4869141829
489	0.4862547618
490	0.4861071509
491	0.4854572457
492	0.4848776781
493	0.4843194655
494	0.4836756633
495	0.4832309407
496	0.4827455022
497	0.4824814573
498	0.4817281508
499	0.4811568131
500	0.4808994648
501	0.4804848648
502	0.4790815972
503	0.4786932621
504	0.4785603053
505	0.4773935836
506	0.4766504322
507	0.4758597662
508	0.4749562758
509	0.4742761616
510	0.4734885096
511	0.4730820411
512	0.4729966127
513	0.4723042647
514	0.4718139234
515	0.4714688643
516	0.4713664735
517	0.471063775
518	0.4704314967
519	0.4697179228
520	0.468929301
521	0.468726027
522	0.4679805339
523	0.4671294002
524	0.46674164
525	0.4661676025
526	0.4657372838
527	0.4650405797
528	0.4645387407
529	0.4641485326
530	0.4634059678
531	0.4630125426
532	0.4624009735
533	0.462299319
534	0.4620846504
535	0.4614054504
536	0.4609722638
537	0.4602647733
538	0.4596935334
539	0.459220615
540	0.4589918744
541	0.4585815948
542	0.4580267712
543	0.4576032279
544	0.4571345074
545	0.456999015
546	0.4568764599
547	0.4565129728
548	0.4559579714
549	0.4556481342
550	0.4554311347
551	0.455333506
552	0.4548022372
553	0.4545932111
554	0.4541825457
555	0.4536633981
556	0.4530913036
557	0.4527941981
558	0.4520376092
559	0.4513463567
560	0.4507513301
561	0.4506562289
562	0.4501653059
563	0.4497551749
564	0.4496254827
565	0.4491728197
566	0.4482957283
567	0.4477026297
568	0.4474784135
569	0.447405128
570	0.4468774689
571	0.446050971
572	0.445959256
573	0.4454288064
574	0.4450648682
575	0.444297564
576	0.4441559453
577	0.4435829666
578	0.4429457616
579	0.4424749094
580	0.4420882963
581	0.4415764492
582	0.4412546794
583	0.4409582294
584	0.4405714915
585	0.4398983711
586	0.439314178
587	0.4389223319
588	0.4385526205
589	0.4378873771
590	0.4371278361
591	0.4370091642
592	0.4363751206
593	0.4358444434
594	0.4356190461
595	0.4352995264
596	0.4348095787
597	0.4346510147
598	0.434308868
599	0.4341819145
600	0.4338242938
601	0.4333392412
602	0.4330056173
603	0.4325438261
604	0.4323720623
605	0.4317988554
606	0.4311796448
607	0.4304127133
608	0.4300709868
609	0.429620987
610	0.4295825681
611	0.4294147405
612	0.428888103
613	0.4284550309
614	0.4280328372
615	0.4275749968
616	0.4274174251
617	0.4268868441
618	0.4260301504
619	0.4250006895
620	0.4245134697
621	0.4239610957
622	0.4237367433
623	0.4230227529
624	0.422372764
625	0.4217926855
626	0.4213114689
627	0.4209439966
628	0.4208639644
629	0.4203156133
630	0.4193374809
631	0.4188860884
632	0.4182126691
633	0.4176424467
634	0.4170165622
635	0.4168659468
636	0.4165521286
637	0.4161861709
638	0.415819579
639	0.4156354176
640	0.4152170952
641	0.414724934
642	0.4143824053
643	0.4134793185
644	0.4134127075
645	0.4129446891
646	0.4126251859
647	0.4124852184
648	0.4123154069
649	0.4117441056
650	0.4113782592
651	0.4107857009
652	0.4104286738
653	0.4094720581
654	0.4091788467
655	0.4087894774
656	0.4083414571
657	0.4075644465
658	0.4071728281
659	0.4071000342
660	0.4064879685
661	0.4060134139
662	0.4056912711
663	0.4052942021
664	0.4049964734
665	0.4047617081
666	0.404407865
667	0.403851269
668	0.4037668972
669	0.4033955467
670	0.4026110314
671	0.4022918253
672	0.4017878434
673	0.4012421695
674	0.4010486932
675	0.4008776976
676	0.4004834474
677	0.3999156784
678	0.399368558
679	0.3992776177
680	0.3990453308
681	0.3987549865
682	0.3983909303
683	0.3974603794
684	0.396976486
685	0.3967400438
686	0.3966972264
687	0.3962527008
688	0.395910461
689	0.3956340442
690	0.3954664926
691	0.395229111
692	0.3950720223
693	0.3948161188
694	0.3944840425
695	0.3943133766
696	0.3938013581
697	0.3935573509
698	0.3931417303
699	0.3928859227
700	0.3927191088
701	0.3924643097
702	0.3923027061
703	0.3917237413
704	0.3914339105
705	0.3912639929
706	0.3909460476
707	0.3907088377
708	0.3900337147
709	0.3896329431
710	0.3895541017
711	0.3893197898
712	0.38924785
713	0.3888826247
714	0.3884954365
715	0.3883088473
716	0.3880718123
717	0.3876331313
718	0.3872768172
719	0.3867780708
720	0.3865039595
721	0.3861179503
722	0.3855037504
723	0.3853442855
724	0.3846698112
725	0.3841758643
726	0.3837289972
727	0.3832891403
728	0.3829502569
729	0.3823279198
730	0.3817582094
731	0.3813070382
732	0.3809055823
733	0.3806013574
734	0.3801894844
735	0.3801572078
736	0.3797467888
737	0.3795292398
738	0.3791691219
739	0.3788992397
740	0.3787658071
741	0.3785498903
742	0.378444639
743	0.3782150822
744	0.3778054131
745	0.3774646066
746	0.3771459622
747	0.3766512254
748	0.3761929584
749	0.3758416253
750	0.3754307329
751	0.3751013368
752	0.3748593715
753	0.3744637953
754	0.3740484812
755	0.3736861519
756	0.3735694645
757	0.3733611968
758	0.3732648887
759	0.3730993344
760	0.3730530046
761	0.3727008013
762	0.3723731892
763	0.3721938248
764	0.3716486072
765	0.3712155927
766	0.3711764498
767	0.3706143048
768	0.3704560009
769	0.3700782574
770	0.3696482658
771	0.3692340281
772	0.3688711968
773	0.3687852267
774	0.367724589
775	0.367350433
776	0.3672714328
777	0.3669641461
778	0.3664938211
779	0.3659548618
780	0.365823321
781	0.3654930803
782	0.365151066
783	0.3644102436
784	0.3641609906
785	0.3639138391
786	0.3632826316
787	0.3629762874
788	0.3625320262
789	0.3618253672
790	0.3614181782
791	0.361370376
792	0.3612170293
793	0.3606507392
794	0.3604122055
795	0.3599536056
796	0.3597875518
797	0.3594796155
798	0.3593226271
799	0.3587393035
800	0.358388874
801	0.3581079448
802	0.3573434706
803	0.3566082339
804	0.3564490249
805	0.3561957752
806	0.3560947353
807	0.3558559509
808	0.3557382268
809	0.3552708229
810	0.3544359709
811	0.3539949184
812	0.3536962289
813	0.3535880949
814	0.3532831508
815	0.3529716543
816	0.3526301664
817	0.3523508651
818	0.3521456838
819	0.3518570099
820	0.351431432
821	0.3512453193
822	0.3505837591
823	0.35029502
824	0.3498707702
825	0.3495972346
826	0.3492702515
827	0.3489583681
828	0.3488690524
829	0.3485863357
830	0.3484508109
831	0.3483828659
832	0.3479166751
833	0.3478039894
834	0.3473916687
835	0.3471253423
836	0.3468981379
837	0.3467861126
838	0.3465249685
839	0.346407541
840	0.3460577896
841	0.3456668257
842	0.3452400666
843	0.3451528219
844	0.3447652717
845	0.3445905467
846	0.3441306801
847	0.3439999368
848	0.3437994407
849	0.3433857183
850	0.3432605376
851	0.343033625
852	0.3428953616
853	0.3428069978
854	0.3425132139
855	0.3424118203
856	0.3423213936
857	0.3420167503
858	0.3418452833
859	0.341730131
860	0.3413733592
861	0.3413208574
862	0.3410684409
863	0.3409885878
864	0.3408837185
865	0.3406109365
866	0.3403030646
867	0.3401242848
868	0.3399782825
869	0.3396879311
870	0.3393854401
871	0.3392203232
872	0.3391235629
873	0.3390351789
874	0.3384890937
875	0.3381099359
876	0.3377327134
877	0.3373549326
878	0.3373418509
879	0.3369649006
880	0.3368742585
881	0.3361946404
882	0.3360230834
883	0.3360057062
884	0.3359360265
885	0.335559085
886	0.3349444714
887	0.3345813422
888	0.3345214651
889	0.3342007871
890	0.3339877832
891	0.3336106243
892	0.3335324451
893	0.3334254747
894	0.3330348106
895	0.3328989947
896	0.3327428428
897	0.332205595
898	0.3318848551
899	0.3315618776
900	0.3313198638
901	0.3310514146
902	0.330712319
903	0.3304857407
904	0.3299643212
905	0.3298804565
906	0.3295320597
907	0.3293695944
908	0.3286172855
909	0.3282696557
910	0.3281664599
911	0.3279898129
912	0.32780112
913	0.3276215688
914	0.3274791796
915	0.327222625
916	0.3268834471
917	0.3266072143
918	0.3259423097
919	0.3256840338
920	0.3253715508
921	0.3247997305
922	0.3246020799
923	0.324019303
924	0.323917793
925	0.3235118264
926	0.32341969
927	0.3231536368
928	0.3228040762
929	0.3223828662
930	0.3221401277
931	0.3219000353
932	0.321499586
933	0.3211687475
934	0.3209179876
935	0.320699016
936	0.3202952763
937	0.3201066716
938	0.3196151902
939	0.3194753024
940	0.3189847974
941	0.318663231
942	0.3185596206
943	0.3183775973
944	0.3179230042
945	0.3178423186
946	0.3175435934
947	0.3173183464
948	0.3170128506
949	0.3166557354
950	0.3162512127
951	0.3161040741
952	0.3159074427
953	0.315468086
954	0.3153567016
955	0.3149762045
956	0.3149353719
957	0.3145614179
958	0.3144829346
959	0.3142666284
960	0.3139834462
961	0.3139271888
962	0.3137784457
963	0.3135500198
964	0.3131210322
965	0.3128085567
966	0.3126545564
967	0.3122673368
968	0.3121015944
969	0.3119105844
970	0.3118058631
971	0.3115439236
972	0.3113141448
973	0.3111462271
974	0.3109990444
975	0.3109417304
976	0.310554468
977	0.3104998494
978	0.3104134811
979	0.3102108182
980	0.3099189709
981	0.3096980967
982	0.3095461023
983	0.3092396054
984	0.3091170585
985	0.3088914325
986	0.3086785538
987	0.3085361205
988	0.3082815729
989	0.3079527199
990	0.3077778816
991	0.3075551202
992	0.3072237296
993	0.3070102991
994	0.3069691517
995	0.3065533555
996	0.3063460023
997	0.3062013004
998	0.3060606828
999	0.3059328165
